# -----------------------------------
# VO Data Model Summary
# -----------------------------------
Title=Spectrum Version 2.0
Name=Spectrum-2.0
Prefix=spec
URL=http://www.ivoa.net/xml/Spectrum/Spectrum-2.0.xsd
#
#
# Model Path                                                                                           & Type                     & Tag                                                                    & UCD                                           & Default                   & Unit                 & Description                              & REQ  
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  SpectralDataset_CoordSys_RedshiftFrame_RefPos                                                        & String                   & CoordSys.RedshiftFrame.RefPos                                          &                                               & UNKNOWN                   &                      & Redshift frame origin                    & OPT  
  SpectralDataset_CoordSys_RedshiftFrame_DopplerDefinition                                             & String                   & CoordSys.RedshiftFrame.DopplerDefinition                               &                                               & UNKNOWN                   &                      & Doppler definition                       & OPT  
  SpectralDataset_CoordSys_SpaceFrame                                                                  & SpaceFrame               & CoordSys.SpaceFrame                                                    &                                               &                           &                      &                                          &      
  SpectralDataset_CoordSys_SpaceFrame_ID                                                               & String                   & CoordSys.SpaceFrame.ID                                                 & meta.id                                       &                           &                      & ID string for coordinate frame           & OPT  
  SpectralDataset_CoordSys_SpaceFrame_Name                                                             & String                   & CoordSys.SpaceFrame.Name                                               & pos.frame                                     & ICRS                      &                      & Name of the spatial coord frame          & REC  
  SpectralDataset_CoordSys_SpaceFrame_UCD                                                              & String                   & CoordSys.SpaceFrame.UCD                                                & meta.ucd                                      &                           &                      & Space frame UCD                          & OPT  
  SpectralDataset_CoordSys_SpaceFrame_RefPos                                                           & String                   & CoordSys.SpaceFrame.RefPos                                             &                                               & UNKNOWN                   &                      & Origin of SpaceFrame                     & OPT  
  SpectralDataset_CoordSys_SpaceFrame_Equinox                                                          & Double                   & CoordSys.SpaceFrame.Equinox                                            & time.equinox;pos.frame                        & 2000.0                    &                      & Equinox                                  & OPT  
  SpectralDataset_CoordSys_SpectralFrame                                                               & SpectralFrame            & CoordSys.SpectralFrame                                                 &                                               &                           &                      &                                          &      
  SpectralDataset_CoordSys_SpectralFrame_ID                                                            & String                   & CoordSys.SpectralFrame.ID                                              & meta.id                                       &                           &                      & ID string for coordinate frame           & OPT  
  SpectralDataset_CoordSys_SpectralFrame_Name                                                          & String                   & CoordSys.SpectralFrame.Name                                            &                                               &                           &                      & Spectral frame name                      & OPT  
  SpectralDataset_CoordSys_SpectralFrame_UCD                                                           & String                   & CoordSys.SpectralFrame.UCD                                             & meta.ucd                                      &                           &                      & Spectral frame UCD                       & OPT  
  SpectralDataset_CoordSys_SpectralFrame_RefPos                                                        & String                   & CoordSys.SpectralFrame.RefPos                                          & sdm:spect.frame                               & TOPOCENTER                &                      & Spectral frame origin                    & OPT  
  SpectralDataset_CoordSys_SpectralFrame_Redshift                                                      & Double                   & CoordSys.SpectralFrame.Redshift                                        &                                               & 0.0                       &                      & Spectral frame shift                     & OPT  
  SpectralDataset_CoordSys_TimeFrame                                                                   & TimeFrame                & CoordSys.TimeFrame                                                     &                                               &                           &                      &                                          &      
  SpectralDataset_CoordSys_TimeFrame_ID                                                                & String                   & CoordSys.TimeFrame.ID                                                  & meta.id                                       &                           &                      & ID string for coordinate frame           & OPT  
  SpectralDataset_CoordSys_TimeFrame_Name                                                              & String                   & CoordSys.TimeFrame.Name                                                & sdm:time.frame                                & TT                        &                      & Timescale                                & OPT  
  SpectralDataset_CoordSys_TimeFrame_UCD                                                               & String                   & CoordSys.TimeFrame.UCD                                                 & meta.ucd                                      &                           &                      & Time frame UCD                           & OPT  
  SpectralDataset_CoordSys_TimeFrame_RefPos                                                            & String                   & CoordSys.TimeFrame.RefPos                                              & time.scale                                    & TOPOCENTER                &                      & Time frame origin                        & OPT  
  SpectralDataset_CoordSys_TimeFrame_Zero                                                              & Double                   & CoordSys.TimeFrame.Zero                                                & arith.zp;time                                 & 0.0                       &                      & Zero point of timescale in MJD           & OPT  
  SpectralDataset_Curation                                                                             & Curation                 & Curation                                                               &                                               &                           &                      &                                          &      
  SpectralDataset_Curation_Publisher                                                                   & String                   & Curation.Publisher                                                     & meta.curation                                 &                           &                      & Publisher                                & MAN  
  SpectralDataset_Curation_PublisherID                                                                 & URI                      & Curation.PublisherID                                                   & meta.ref.url;meta.curation                    & UNKNOWN                   &                      & URI for VO Publisher                     & OPT  
  SpectralDataset_Curation_PublisherDID                                                                & URI                      & Curation.PublisherDID                                                  & meta.ref.url;meta.curation                    &                           &                      & Publisher specified dataset ID           & REC  
  SpectralDataset_Curation_ReleaseDate                                                                 & String                   & Curation.ReleaseDate                                                   &                                               & UNKNOWN                   &                      & Date curated dataset last modified       & OPT  
  SpectralDataset_Curation_References[]                                                                & String                   & Curation.Reference                                                     & meta.bib.bibcode                              & UNKNOWN                   &                      & URL or Bibcode for documentation         & REC  
  SpectralDataset_Curation_Rights                                                                      & String                   & Curation.Rights                                                        & meta.code                                     & public                    &                      & Proprietary restrictions level           & REC  
  SpectralDataset_Curation_Version                                                                     & String                   & Curation.Version                                                       & meta.version;meta.curation                    & UNKNOWN                   &                      & Version info                             & OPT  
  SpectralDataset_Curation_Contact                                                                     & Contact                  & Curation.Contact                                                       &                                               &                           &                      &                                          &      
  SpectralDataset_Curation_Contact_Email                                                               & String                   & Curation.Contact.Email                                                 & meta.ref.url;meta.email                       & UNKNOWN                   &                      & Contact email                            & OPT  
  SpectralDataset_Curation_Contact_Name                                                                & String                   & Curation.Contact.Name                                                  & meta.bib.author;meta.curation                 & UNKNOWN                   &                      & Contact name                             & OPT  
  SpectralDataset_Data                                                                                 & Data                     & Data                                                                   &                                               &                           &                      &                                          &      
  SpectralDataset_Data_*Axis_Corrections_GenericCorr                                                   & GenericCorr              & Data.*Axis.Corrections.GenericCorr                                     &                                               &                           &                      &                                          &      
  SpectralDataset_Data_*Axis_Corrections_GenericCorr_Applied                                           & Boolean                  & Data.*Axis.Corrections.GenericCorr.Applied                             & meta.code                                     & FALSE                     &                      & Correction applied flag                  & OPT  
  SpectralDataset_Data_*Axis_Corrections_GenericCorr_Name                                              & String                   & Data.*Axis.Corrections.GenericCorr.Name                                &                                               &                           &                      & Correction name                          & OPT  
  SpectralDataset_Data_*Axis_Corrections_GenericCorr_Value                                             & Double                   & Data.*Axis.Corrections.GenericCorr.Value                               &                                               &                           &                      & Correction value                         & OPT  
  SpectralDataset_Data[].SPPoint_*Axis_SystemID                                                        & String                   & Data.*Axis.SystemID                                                    & meta.id                                       &                           &                      & associated coord system id.              & OPT  
  SpectralDataset_Data[].SPPoint_FluxAxis                                                              & DataAxis                 & Data.FluxAxis                                                          &                                               &                           &                      &                                          &      
  SpectralDataset_Data[].SPPoint_FluxAxis_Value                                                        & Double                   & Data.FluxAxis.Value                                                    &                                               &                           &                      & Flux values for points                   & MAN  
  SpectralDataset_Data[].SPPoint_FluxAxis_ucd                                                          & String                   & Data.FluxAxis.ucd                                                      & meta.ucd                                      &                           &                      & ucd for flux                             & OPT  
  SpectralDataset_Data[].SPPoint_FluxAxis_unit                                                         & String                   & Data.FluxAxis.unit                                                     & meta.unit                                     &                           &                      & Unit for flux                            & OPT  
  SpectralDataset_Data[].SPPoint_FluxAxis_Accuracy                                                     & Accuracy                 & Data.FluxAxis.Accuracy                                                 &                                               &                           &                      &                                          &      
  SpectralDataset_Data[].SPPoint_FluxAxis_Accuracy_QualityStatus                                       & Integer                  & Data.FluxAxis.Accuracy.QualityStatus                                   & meta.code.qual;[FluxAxis.ucd]                 & 0                         &                      & Quality                                  & OPT  
  SpectralDataset_Data[].SPPoint_FluxAxis_Accuracy_StatError                                           & Double                   & Data.FluxAxis.Accuracy.StatError                                       & stat.error;[FluxAxis.ucd]                     &                           &                      & symmetric error                          & OPT  
  SpectralDataset_Data[].SPPoint_FluxAxis_Accuracy_StatErrLow                                          & Double                   & Data.FluxAxis.Accuracy.StatErrLow                                      & stat.error;[FluxAxis.ucd];stat.min            & NaN                       &                      & Lower error                              & OPT  
  SpectralDataset_Data[].SPPoint_FluxAxis_Accuracy_StatErrHigh                                         & Double                   & Data.FluxAxis.Accuracy.StatErrHigh                                     & stat.error;[FluxAxis.ucd];stat.max            & NaN                       &                      & Upper error                              & OPT  
  SpectralDataset_Data[].SPPoint_FluxAxis_Accuracy_SysError                                            & Double                   & Data.FluxAxis.Accuracy.SysError                                        & stat.error.sys;[FluxAxis.ucd]                 &                           &                      & Systematic error                         & OPT  
  SpectralDataset_Data[].SPPoint_FluxAxis_Corrections                                                  & Corrections              & Data.FluxAxis.Corrections                                              &                                               &                           &                      &                                          &      
  SpectralDataset_Data[].SPPoint_FluxAxis_Corrections[]                                                & ApFrac                   & Data.FluxAxis.Corrections.ApFrac                                       &                                               &                           &                      &                                          &      
  SpectralDataset_Data[].SPPoint_FluxAxis_Corrections[].ApFrac_Name                                    & String                   & Data.FluxAxis.Corrections.ApFrac.Name                                  &                                               & ApFrac                    &                      & Correction name                          & OPT  
  SpectralDataset_Data[].SPPoint_FluxAxis_Corrections[].ApFrac_Applied                                 & Boolean                  & Data.FluxAxis.Corrections.ApFrac.Applied                               & meta.code                                     & FALSE                     &                      & Aperture fraction applied                & OPT  
  SpectralDataset_Data[].SPPoint_FluxAxis_Corrections[].ApFrac_Value                                   & Double                   & Data.FluxAxis.Corrections.ApFrac.Value                                 & arith.ratio                                   & 1.0                       &                      & Aperture fraction                        & OPT  
  SpectralDataset_Data[].SPPoint_SpectralAxis                                                          & DataAxis                 & Data.SpectralAxis                                                      &                                               &                           &                      &                                          &      
  SpectralDataset_Data[].SPPoint_SpectralAxis_Value                                                    & Double                   & Data.SpectralAxis.Value                                                &                                               & NaN                       &                      & Spectral coordinates for points          & REC  
  SpectralDataset_Data[].SPPoint_SpectralAxis_ucd                                                      & String                   & Data.SpectralAxis.ucd                                                  & meta.ucd                                      &                           &                      & ucd for spectral coord                   & OPT  
  SpectralDataset_Data[].SPPoint_SpectralAxis_unit                                                     & String                   & Data.SpectralAxis.unit                                                 & meta.unit                                     &                           &                      & Unit for spectral coord                  & OPT  
  SpectralDataset_Data[].SPPoint_SpectralAxis_Accuracy                                                 & Accuracy                 & Data.SpectralAxis.Accuracy                                             &                                               &                           &                      &                                          &      
  SpectralDataset_Data[].SPPoint_SpectralAxis_Accuracy_BinSize                                         & Double                   & Data.SpectralAxis.Accuracy.BinSize                                     & [SpectralAxis.ucd];spect.binSize              &                           &                      & Wavelength bin size                      & OPT  
  SpectralDataset_Data[].SPPoint_SpectralAxis_Accuracy_BinLow                                          & Double                   & Data.SpectralAxis.Accuracy.BinLow                                      & [SpectralAxis.ucd];stat.min                   & NaN                       &                      & Spectral coord bin lower end             & OPT  
  SpectralDataset_Data[].SPPoint_SpectralAxis_Accuracy_BinHigh                                         & Double                   & Data.SpectralAxis.Accuracy.BinHigh                                     & [SpectralAxis.ucd];stat.max                   & NaN                       &                      & Spectral coord bin upper end             & OPT  
  SpectralDataset_Data[].SPPoint_SpectralAxis_Accuracy_StatError                                       & Double                   & Data.SpectralAxis.Accuracy.StatError                                   & stat.error;[SpectralAxis.ucd]                 & NaN                       &                      & Spectral coord measurement error         & OPT  
  SpectralDataset_Data[].SPPoint_SpectralAxis_Accuracy_StatErrLow                                      & Double                   & Data.SpectralAxis.Accuracy.StatErrLow                                  & stat.error;[SpectralAxis.ucd];stat.min        & NaN                       &                      & Spectral coord measurement lower error   & OPT  
  SpectralDataset_Data[].SPPoint_SpectralAxis_Accuracy_StatErrHigh                                     & Double                   & Data.SpectralAxis.Accuracy.StatErrHigh                                 & stat.error;[SpectralAxis.ucd];stat.max        & NaN                       &                      & Spectral coord measurement upper error   & OPT  
  SpectralDataset_Data[].SPPoint_SpectralAxis_Accuracy_SysError                                        & Double                   & Data.SpectralAxis.Accuracy.SysError                                    & stat.error.sys;[SpectralAxis.ucd]             &                           &                      & Spectral coord systematic error          & OPT  
  SpectralDataset_Data[].SPPoint_SpectralAxis_Resolution                                               & SpectralResolution       & Data.SpectralAxis.Resolution                                           &                                               &                           &                      &                                          &      
  SpectralDataset_Data[].SPPoint_SpectralAxis_Resolution_refVal                                        & Double                   & Data.SpectralAxis.Resolution.refVal                                    & spect.resolution;[SpectralAxis.ucd]           &                           &                      & Spectral resolution FWHM                 & OPT  
  SpectralDataset_Data[].SPPoint_TimeAxis                                                              & DataAxis                 & Data.TimeAxis                                                          &                                               &                           &                      &                                          &      
  SpectralDataset_Data[].SPPoint_TimeAxis_Value                                                        & Double                   & Data.TimeAxis.Value                                                    &                                               &                           &                      & Time coordinates for points              & OPT  
  SpectralDataset_Data[].SPPoint_TimeAxis_ucd                                                          & String                   & Data.TimeAxis.ucd                                                      & meta.ucd                                      &                           &                      & ucd for time                             & OPT  
  SpectralDataset_Data[].SPPoint_TimeAxis_unit                                                         & String                   & Data.TimeAxis.unit                                                     & meta.unit                                     &                           &                      & Unit for time                            & OPT  
  SpectralDataset_Data[].SPPoint_TimeAxis_Accuracy                                                     & Accuracy                 & Data.TimeAxis.Accuracy                                                 &                                               &                           &                      &                                          &      
  SpectralDataset_Data[].SPPoint_TimeAxis_Accuracy_BinSize                                             & Double                   & Data.TimeAxis.Accuracy.BinSize                                         & time.interval                                 &                           &                      & Time bin size                            & OPT  
  SpectralDataset_Data[].SPPoint_TimeAxis_Accuracy_BinLow                                              & Double                   & Data.TimeAxis.Accuracy.BinLow                                          & time.start;time.interval                      & NaN                       &                      & Time bin start                           & OPT  
  SpectralDataset_Data[].SPPoint_TimeAxis_Accuracy_BinHigh                                             & Double                   & Data.TimeAxis.Accuracy.BinHigh                                         & time.end;time.interval                        & NaN                       &                      & Time bin stop                            & OPT  
  SpectralDataset_Data[].SPPoint_TimeAxis_Accuracy_StatError                                           & Double                   & Data.TimeAxis.Accuracy.StatError                                       & stat.error;[TimeAxis.ucd]                     &                           &                      & Time coord measurement statistical error & OPT  
  SpectralDataset_Data[].SPPoint_TimeAxis_Accuracy_StatErrLow                                          & Double                   & Data.TimeAxis.Accuracy.StatErrLow                                      & stat.error;[TimeAxis.ucd];stat.min            & NaN                       &                      & Time coord measurement lower error       & OPT  
  SpectralDataset_Data[].SPPoint_TimeAxis_Accuracy_StatErrHigh                                         & Double                   & Data.TimeAxis.Accuracy.StatErrHigh                                     & stat.error;[TimeAxis.ucd];stat.max            & NaN                       &                      & Time coord measurement upper error       & OPT  
  SpectralDataset_Data[].SPPoint_TimeAxis_Accuracy_SysError                                            & Double                   & Data.TimeAxis.Accuracy.SysError                                        & stat.error.sys;[TimeAxis.ucd]                 &                           &                      & Time coord  systematic error             & OPT  
  SpectralDataset_Data[].SPPoint_TimeAxis_Resolution                                                   & Resolution               & Data.TimeAxis.Resolution                                               &                                               &                           &                      &                                          &      
  SpectralDataset_Data[].SPPoint_TimeAxis_Resolution_refVal                                            & Double                   & Data.TimeAxis.Resolution.refVal                                        & time.resolution                               &                           &                      & Temporal resolution FWHM                 & OPT  
  SpectralDataset_Data[].SPPoint_BackgroundModel                                                       & DataAxis                 & Data.BackgroundModel                                                   &                                               &                           &                      &                                          &      
  SpectralDataset_Data[].SPPoint_BackgroundModel_Value                                                 & Double                   & Data.BackgroundModel.Value                                             &                                               &                           &                      & Flux values for points                   & OPT  
  SpectralDataset_Data[].SPPoint_BackgroundModel_ucd                                                   & String                   & Data.BackgroundModel.ucd                                               & meta.ucd                                      &                           &                      & ucd for background flux                  & OPT  
  SpectralDataset_Data[].SPPoint_BackgroundModel_unit                                                  & String                   & Data.BackgroundModel.unit                                              & meta.unit                                     &                           &                      & Unit for background flux                 & OPT  
  SpectralDataset_Data[].SPPoint_BackgroundModel_Accuracy                                              & Accuracy                 & Data.BackgroundModel.Accuracy                                          &                                               &                           &                      &                                          &      
  SpectralDataset_Data[].SPPoint_BackgroundModel_Accuracy_QualityStatus                                & Integer                  & Data.BackgroundModel.Accuracy.QualityStatus                            & meta.code.qual;[FluxAxis.ucd]                 & 0                         &                      & Quality                                  & OPT  
  SpectralDataset_Data[].SPPoint_BackgroundModel_Accuracy_StatError                                    & Double                   & Data.BackgroundModel.Accuracy.StatError                                & stat.error;[FluxAxis.ucd]                     &                           &                      & Symmetric error                          & OPT  
  SpectralDataset_Data[].SPPoint_BackgroundModel_Accuracy_StatErrLow                                   & Double                   & Data.BackgroundModel.Accuracy.StatErrLow                               & stat.error;[FluxAxis.ucd];stat.min            & NaN                       &                      & Lower error                              & OPT  
  SpectralDataset_Data[].SPPoint_BackgroundModel_Accuracy_StatErrHigh                                  & Double                   & Data.BackgroundModel.Accuracy.StatErrHigh                              & stat.error;[FluxAxis.ucd];stat.max            & NaN                       &                      & Upper error                              & OPT  
  SpectralDataset_Data[].SPPoint_BackgroundModel_Accuracy_SysError                                     & Double                   & Data.BackgroundModel.Accuracy.SysError                                 & stat.error.sys;[FluxAxis.ucd]                 &                           &                      & Systematic error                         & OPT  
  SpectralDataset_DataID                                                                               & DataID                   & DataID                                                                 &                                               &                           &                      &                                          &      
  SpectralDataset_DataID_Collections[]                                                                 & String                   & DataID.Collection                                                      &                                               &                           &                      & Collection name(s)                       & OPT  
  SpectralDataset_DataID_Contributors                                                                  & String                   & DataID.Contributor                                                     &                                               & UNKNOWN                   &                      & Contributor(s)                           & OPT  
  SpectralDataset_DataID_CreationType                                                                  & String                   & DataID.CreationType                                                    &                                               & Archival                  &                      & Dataset creation type                    & OPT  
  SpectralDataset_DataID_Creator                                                                       & String                   & DataID.Creator                                                         & meta.curation                                 & UNKNOWN                   &                      & VO Creator ID                            & OPT  
  SpectralDataset_DataID_CreatorDID                                                                    & URI                      & DataID.CreatorDID                                                      & meta.id                                       &                           &                      & Creator defined Dataset ID               & OPT  
  SpectralDataset_DataID_DatasetID                                                                     & URI                      & DataID.DatasetID                                                       & meta.id;meta.dataset                          & UNKNOWN                   &                      & IVOA Dataset ID                          & OPT  
  SpectralDataset_DataID_Date                                                                          & String                   & DataID.Date                                                            & time.epoch;meta.dataset                       & UNKNOWN                   &                      & Data processing/creation date            & OPT  
  SpectralDataset_DataID_Logo                                                                          & URL                      & DataID.Logo                                                            & meta.ref.url                                  & UNKNOWN                   &                      & URL for creator logo                     & OPT  
  SpectralDataset_DataID_ObservationID                                                                 & String                   & DataID.ObservationID                                                   &                                               & UNKNOWN                   &                      & Data provider internal observation ID    & OPT  
  SpectralDataset_DataID_Title                                                                         & String                   & DataID.Title                                                           & meta.title;meta.dataset                       &                           &                      & Dataset Title                            & MAN  
  SpectralDataset_DataID_Version                                                                       & String                   & DataID.Version                                                         & meta.version;meta.dataset                     & UNKNOWN                   &                      & Version of dataset                       & OPT  
  SpectralDataset                                                                                      & SpectralDataset          & Dataset                                                                &                                               &                           &                      &                                          &      
  SpectralDataset_CalibLevel                                                                           & Integer                  & Dataset.CalibLevel                                                     &                                               &                           &                      & Calibration level                        & OPT  
  SpectralDataset_DataModel                                                                            & DataModel                & Dataset.DataModel                                                      &                                               &                           &                      & Data model                               & MAN  
  SpectralDataset_DataModel_Name                                                                       & String                   & Dataset.DataModel.Name                                                 &                                               & Spectral-2.0              &                      & Data model name and version              & MAN  
  SpectralDataset_DataModel_Prefix                                                                     & String                   & Dataset.DataModel.Prefix                                               &                                               & spec                      &                      & Data model prefix                        & REC  
  SpectralDataset_DataModel_URL                                                                        & URL                      & Dataset.DataModel.URL                                                  & meta.ref.url                                  &                           &                      & Reference URL for model                  & OPT  
  SpectralDataset_DataProductSubType                                                                   & String                   & Dataset.DataProductSubType                                             &                                               &                           &                      & Data product subtype                     & OPT  
  SpectralDataset_FluxSI                                                                               & String                   & Dataset.FluxSI                                                         &                                               &                           &                      & SI factor and dimensions                 & REC  
  SpectralDataset_Length                                                                               & Long                     & Dataset.Length                                                         & meta.number                                   &                           &                      & Number of points                         & OPT  
  SpectralDataset_SpectralSI                                                                           & String                   & Dataset.SpectralSI                                                     &                                               &                           &                      & SI factor and dimensions                 & REC  
  SpectralDataset_TimeSI                                                                               & String                   & Dataset.TimeSI                                                         &                                               &                           &                      & SI factor and dimensions                 & REC  
  SpectralDataset_DataProductType                                                                      & String                   & Dataset.Type                                                           &                                               & Spectral                  &                      & Dataset or segment type                  & OPT  
  SpectralDataset_Derived                                                                              & Derived                  & Derived                                                                &                                               &                           &                      &                                          &      
  SpectralDataset_Derived_Redshift                                                                     & Redshift                 & Derived.Redshift                                                       &                                               &                           &                      &                                          &      
  SpectralDataset_Derived_Redshift_Confidence                                                          & Double                   & Derived.Redshift.Confidence                                            &                                               & NaN                       &                      & Confidence value on redshift             & OPT  
  SpectralDataset_Derived_Redshift_StatError                                                           & Double                   & Derived.Redshift.StatError                                             & stat.error;src.redshift                       & NaN                       &                      & Error on measured redshift               & OPT  
  SpectralDataset_Derived_Redshift_Value                                                               & Double                   & Derived.Redshift.Value                                                 & src.redshift                                  & NaN                       &                      & Measured redshift for spectrum           & OPT  
  SpectralDataset_Derived_SNR                                                                          & Double                   & Derived.SNR                                                            & stat.snr                                      & NaN                       &                      & Signal-to-noise for spectrum             & OPT  
  SpectralDataset_Derived_VarAmpl                                                                      & Double                   & Derived.VarAmpl                                                        & src.var.amplitude;arith.ratio                 & NaN                       &                      & Variability amplitude as fraction of mean & OPT  
  SpectralDataset_ObsConfig                                                                            & ObsConfig                & ObsConfig                                                              &                                               &                           &                      &                                          &      
  SpectralDataset_ObsConfig_ObservingElements[].Bandpass                                               & Bandpass                 & ObsConfig.Bandpass                                                     &                                               &                           &                      &                                          &      
  SpectralDataset_ObsConfig_ObservingElements[].Bandpass_Name                                          & String                   & ObsConfig.Bandpass.Name                                                & instr.bandpass                                & UNKNOWN                   &                      & Band                                     & OPT  
  SpectralDataset_ObsConfig_ObservingElements[].DataSource                                             & DataSource               & ObsConfig.DataSource                                                   &                                               &                           &                      &                                          &      
  SpectralDataset_ObsConfig_ObservingElements[].DataSource_Name                                        & String                   & ObsConfig.DataSource.Name                                              &                                               & UNKNOWN                   &                      & Original data type                       & OPT  
  SpectralDataset_ObsConfig_ObservingElements[].Facility                                               & Facility                 & ObsConfig.Facility                                                     &                                               &                           &                      &                                          &      
  SpectralDataset_ObsConfig_ObservingElements[].Facility_Name                                          & String                   & ObsConfig.Facility.Name                                                & meta.id;instr.tel                             & UNKNOWN                   &                      & Facility name                            & OPT  
  SpectralDataset_ObsConfig_ObservingElements[].Instrument                                             & Instrument               & ObsConfig.Instrument                                                   &                                               &                           &                      &                                          &      
  SpectralDataset_ObsConfig_ObservingElements[].Instrument_Name                                        & String                   & ObsConfig.Instrument.Name                                              & meta.id;instr                                 & UNKNOWN                   &                      & Instrument ID                            & OPT  
  SpectralDataset_Proposal                                                                             & Proposal                 & Proposal                                                               &                                               &                           &                      &                                          &      
  SpectralDataset_Proposal_Identifier                                                                  & String                   & Proposal.Identifier                                                    & meta.id;proposal                              & UNKNOWN                   &                      & Proposal ID                              & OPT  
  SpectralDataset_Target                                                                               & Target                   & Target                                                                 &                                               &                           &                      &                                          &      
  SpectralDataset_Target_TargetClass                                                                   & String                   & Target.Class                                                           & src.class                                     & UNKNOWN                   &                      & Target or object class                   & OPT  
  SpectralDataset_Target_Description                                                                   & String                   & Target.Description                                                     & meta.note;src                                 & UNKNOWN                   &                      & Target descriptive text                  & OPT  
  SpectralDataset_Target_Name                                                                          & String                   & Target.Name                                                            & meta.id;src                                   & UNKNOWN                   &                      & Target name                              & REC  
  SpectralDataset_Target_Pos                                                                           & Double                   & Target.Pos                                                             & pos.eq;src                                    & NaN                       &                      & Target RA and Dec                        & REC  
  SpectralDataset_Target_Redshift                                                                      & Double                   & Target.Redshift                                                        & src.redshift                                  & UNKNOWN                   &                      & Target redshift                          & OPT  
  SpectralDataset_Target_SpectralClass                                                                 & String                   & Target.SpectralClass                                                   & src.spType                                    & UNKNOWN                   &                      & Object spectral class                    & OPT  
  SpectralDataset_Target_VarAmpl                                                                       & Double                   & Target.VarAmpl                                                         & src.var.amplitude                             & NaN                       &                      & Target variability amplitude, typical    & OPT  
